input_symbol,reason_guess,fuzzy_close_matches,same_prefix_aliases
MGC45800,Not in id_map (possible alias / deprecated / non-protein-coding),MGC45840;MGC45806;MGC45780;MGC45400;MGC45380,MGC40042;MGC40051;MGC40053;MGC40084;MGC40107;MGC40108;MGC40178;MGC40179;MGC40195;MGC40204
ANKRD20A3,Not in id_map (possible alias / deprecated / non-protein-coding),ANKRD20A;ANKRD20A1;ANKRD23;ANKRD30A;ANKRD3,ANKRA1;ANKRA2;ANKRD1;ANKRD10;ANKRD11;ANKRD12;ANKRD13;ANKRD13A;ANKRD13B;ANKRD13C
FAM27A,Not in id_map (possible alias / deprecated / non-protein-coding),FAM237A;FAM227A;FAM217A;FAM207A;FAM127A,FAM200A;FAM200B;FAM203A;FAM203B;FAM204A;FAM205A;FAM205C;FAM206A;FAM207A;FAM208A
LOC100129066,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
C10ORF108,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF108;C10ORF18;C10ORF10;C21ORF108;C20ORF108,C10ORF10;C10ORF104;C10ORF105;C10ORF107;C10ORF11;C10ORF112;C10ORF113;C10ORF115;C10ORF116;C10ORF117
INGX,Not in id_map (possible alias / deprecated / non-protein-coding),,
TMEM84,Not in id_map (possible alias / deprecated / non-protein-coding),TMEM8;TMEM4;TMEM184C;TMEM184B;TMEM184A,TMEM1;TMEM10;TMEM100;TMEM101;TMEM102;TMEM103;TMEM104;TMEM106A;TMEM106A-AS1;TMEM106B
C19ORF30,Not in id_map (possible alias / deprecated / non-protein-coding),C9ORF30;C1ORF30;C19ORF3;C21ORF30;C1ORF230,C19ORF1;C19ORF10;C19ORF12;C19ORF13;C19ORF14;C19ORF15;C19ORF16;C19ORF17;C19ORF18;C19ORF2
LOC285593,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
PAR5,Not in id_map (possible alias / deprecated / non-protein-coding),PART5;PARK5;PAQR5;LPAR5;PAR,
LOC643719,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
FAM95B1,Not in id_map (possible alias / deprecated / non-protein-coding),FAM195B;FAM9B;FAM5B;FAM149B1,FAM90A1;FAM90A10;FAM90A10P;FAM90A11P;FAM90A12P;FAM90A13P;FAM90A14;FAM90A14P;FAM90A15P;FAM90A16
DGCR5,Not in id_map (possible alias / deprecated / non-protein-coding),DSCR5;DGCR8;DGCR6;DGCR2;DGCR1,DGCR1;DGCR13;DGCR14;DGCR2;DGCR6;DGCR6L;DGCR8;DGCRK6
MBL1P,Not in id_map (possible alias / deprecated / non-protein-coding),MYBL1;MBNL1,
NCRNA00189,Not in id_map (possible alias / deprecated / non-protein-coding),NCRNA00341;NCRNA00291;NCRNA00282;NCRNA00238;NCRNA00201,NCRNA00036;NCRNA00069;NCRNA00080;NCRNA00081;NCRNA00082;NCRNA00083;NCRNA00085;NCRNA00086;NCRNA00087;NCRNA00094
LOC285696,Non-canonical / lncRNA / LOC symbol,LOC285636,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
LOC728989,Non-canonical / lncRNA / LOC symbol,,LOC728008;LOC728591;LOC728621;LOC728858
LOC90246,Non-canonical / lncRNA / LOC symbol,,LOC90113;LOC91893;LOC92154;LOC93082
LOC100190940,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC349196,Non-canonical / lncRNA / LOC symbol,,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
C11ORF92,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF92;C11ORF9;C11ORF2;C21ORF92;C1ORF192,C11ORF1;C11ORF10;C11ORF11;C11ORF13;C11ORF14;C11ORF15;C11ORF16;C11ORF17;C11ORF19;C11ORF2
LOC100189589,Non-canonical / lncRNA / LOC symbol,LOC100129583;LOC100128569,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
FLJ26850,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ32685;FLJ26680;FLJ26450;FLJ25680;FLJ21850,FLJ20003;FLJ20008;FLJ20010;FLJ20013;FLJ20014;FLJ20015;FLJ20022;FLJ20025;FLJ20027;FLJ20032
PCDHGB8P,Not in id_map (possible alias / deprecated / non-protein-coding),PCDHB8;PCDHGB7;PCDHGB6;PCDHGB5;PCDHGB4,PCDH-ALPHA-C2;PCDH-ALPHA10;PCDH-ALPHA11;PCDH-ALPHA12;PCDH-ALPHA13;PCDH-ALPHA3;PCDH-ALPHA4;PCDH-ALPHA5;PCDH-ALPHA6;PCDH-ALPHA9
SIGLECP3,Not in id_map (possible alias / deprecated / non-protein-coding),SIGLEC3;SIGLECP7;SIGLECP2;SIGLEC-3;SIGLECP16,SIGLEC-1;SIGLEC-10;SIGLEC-12;SIGLEC-2;SIGLEC-3;SIGLEC-4A;SIGLEC-5;SIGLEC-6;SIGLEC-7;SIGLEC-8
LOC100129055,Non-canonical / lncRNA / LOC symbol,LOC100129583,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
NCRNA00235,Not in id_map (possible alias / deprecated / non-protein-coding),NCRNA00253;NCRNA00238;NCRNA00341;NCRNA00291;NCRNA00282,NCRNA00036;NCRNA00069;NCRNA00080;NCRNA00081;NCRNA00082;NCRNA00083;NCRNA00085;NCRNA00086;NCRNA00087;NCRNA00094
LOC645752,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
?|388795,Unknown placeholder / assembler tag,,
HLA-DPB2,Variant-like or composite token,HLA-DQB2;HLA-DPB1;HLA-DP1B;HLA-DXB;HLA-DQB,HLA-A;HLA-B;HLA-C;HLA-D0-ALPHA;HLA-DMA;HLA-DMB;HLA-DNA;HLA-DOA;HLA-DOB;HLA-DP1A
FAM183B,Not in id_map (possible alias / deprecated / non-protein-coding),FAM83B;FAM18B;FAM13B;FAM213B;FAM198B,FAM100A;FAM100B;FAM101A;FAM101B;FAM102A;FAM102B;FAM103A1;FAM103A2P;FAM104A;FAM104B
FLJ12825,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ32825;FLJ23825;FLJ14825;FLJ13225;FLJ12895,FLJ10006;FLJ10007;FLJ10024;FLJ10033;FLJ10035;FLJ10036;FLJ10042;FLJ10051;FLJ10052;FLJ10053
SCARNA10,Not in id_map (possible alias / deprecated / non-protein-coding),SCARA1;SCAR10;ZSCAN10;CHRNA10,SCAR;SCAR1;SCAR10;SCAR2;SCAR3;SCAR5;SCAR7;SCAR8;SCAR9;SCARA1
CARD17,Not in id_map (possible alias / deprecated / non-protein-coding),CARD7;SCARD1;CARD19;CARD18;CARD16,CARD10;CARD11;CARD12;CARD14;CARD15;CARD16;CARD18;CARD19;CARD2;CARD3
C6ORF123,Not in id_map (possible alias / deprecated / non-protein-coding),C6ORF23;C6ORF13;C9ORF123;C6ORF213;C6ORF212,C6ORF1;C6ORF10;C6ORF102;C6ORF103;C6ORF104;C6ORF105;C6ORF106;C6ORF107;C6ORF108;C6ORF109
C14ORF34,Not in id_map (possible alias / deprecated / non-protein-coding),C4ORF34;C1ORF34;C14ORF4;C14ORF3;C1ORF234,C14ORF1;C14ORF10;C14ORF100;C14ORF101;C14ORF102;C14ORF103;C14ORF104;C14ORF105;C14ORF106;C14ORF108
C9ORF53,Not in id_map (possible alias / deprecated / non-protein-coding),C9ORF153;C19ORF53;C9ORF5;C9ORF3;CXORF53,C9ORF10;C9ORF100;C9ORF101;C9ORF102;C9ORF103;C9ORF105;C9ORF108;C9ORF10OS;C9ORF11;C9ORF111
SUMO1P1,Not in id_map (possible alias / deprecated / non-protein-coding),SUMO1,SUMO-1;SUMO1;SUMO2;SUMO3;SUMO4
PRSS30P,Not in id_map (possible alias / deprecated / non-protein-coding),PRSS3,PRSS;PRSS1;PRSS10;PRSS11;PRSS12;PRSS14;PRSS15;PRSS16;PRSS17;PRSS18
ALMS1P,Not in id_map (possible alias / deprecated / non-protein-coding),ALMS1;ALS1,ALMS1
LOC100133893,Non-canonical / lncRNA / LOC symbol,LOC100130733,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
DIO3OS,Not in id_map (possible alias / deprecated / non-protein-coding),DIO3,DIO3
GSTM2P1,Not in id_map (possible alias / deprecated / non-protein-coding),STMP1;GSTP1;GSTM2;GSTM1,GSTM1;GSTM2;GSTM3;GSTM3TV2;GSTM4;GSTM5
SNORD17,Small RNA / non-coding gene (often excluded),NOD17,SNORA80EHG;SNORC
DKFZP434L187,Not in id_map (possible alias / deprecated / non-protein-coding),DKFZP434B187;DKFZP434N1817;DKFZP434L1717;DKFZP434L0718;DKFZP434L0117,DKFZP313A0139;DKFZP313A2432;DKFZP313B0440;DKFZP313B211;DKFZP313B2333;DKFZP313D0829;DKFZP313G1735;DKFZP313H0531;DKFZP313H0817;DKFZP313I2429
ABCC6P2,Not in id_map (possible alias / deprecated / non-protein-coding),ABCC6;ABCC2,ABCC1;ABCC10;ABCC11;ABCC12;ABCC2;ABCC3;ABCC4;ABCC5;ABCC6;ABCC7
PTPRVP,Not in id_map (possible alias / deprecated / non-protein-coding),,PTPRA;PTPRB;PTPRC;PTPRCAP;PTPRD;PTPRE;PTPRF;PTPRG;PTPRH;PTPRJ
C1ORF200,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF230;C1ORF210;C1ORF201;C1ORF100;C19ORF20,C1ORF10;C1ORF100;C1ORF101;C1ORF102;C1ORF103;C1ORF105;C1ORF106;C1ORF107;C1ORF108;C1ORF109
LOC730668,Non-canonical / lncRNA / LOC symbol,,LOC728008;LOC728591;LOC728621;LOC728858
MST1P9,Not in id_map (possible alias / deprecated / non-protein-coding),MST149;MST119;ST19;MST1,MST1;MST107;MST119;MST120;MST149;MST158;MST1R
RPL23AP32,Not in id_map (possible alias / deprecated / non-protein-coding),RPL23A,RPL21;RPL22;RPL22L1;RPL23;RPL23A;RPL23L;RPL24;RPL24L;RPL26;RPL26L1
DKFZP566F0947,Not in id_map (possible alias / deprecated / non-protein-coding),DKFZP566F084;DKFZP566F0546;DKFZP667F074;DKFZP566O084;DKFZP566N034,DKFZP313A0139;DKFZP313A2432;DKFZP313B0440;DKFZP313B211;DKFZP313B2333;DKFZP313D0829;DKFZP313G1735;DKFZP313H0531;DKFZP313H0817;DKFZP313I2429
LOC342346,Non-canonical / lncRNA / LOC symbol,LOC341346,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
PYY2,Not in id_map (possible alias / deprecated / non-protein-coding),YY2;PYY,
MGC16025,Not in id_map (possible alias / deprecated / non-protein-coding),MGC51025;MGC16925;MGC16202;MGC16028;MGC10825,MGC1;MGC10067;MGC10084;MGC1010;MGC10120;MGC10170;MGC10198;MGC10200;MGC10204;MGC10210
LOC150568,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
CCDC144B,Not in id_map (possible alias / deprecated / non-protein-coding),CCDC144A;CDC14B;CCDC44;CCDC14;HCDC14B,CCDC10;CCDC100;CCDC101;CCDC102A;CCDC102B;CCDC103;CCDC104;CCDC105;CCDC106;CCDC107
GLRA4,Not in id_map (possible alias / deprecated / non-protein-coding),GRIA4;GLURA;GLUR4;GLUA4;GLRX4,GLRA1;GLRA2;GLRA3
EEF1DP3,Not in id_map (possible alias / deprecated / non-protein-coding),EEF1D,EEF1A;EEF1A1;EEF1A2;EEF1A2BP1;EEF1AKMT1;EEF1AKMT2;EEF1AKMT3;EEF1AKMT4;EEF1AKMT4-ECE2;EEF1AKNMT
LOC401387,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
CETN4P,Not in id_map (possible alias / deprecated / non-protein-coding),CETP;CETN,CETN;CETN1;CETN2;CETN3
LOC338651,Non-canonical / lncRNA / LOC symbol,,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
PTTG3P,Not in id_map (possible alias / deprecated / non-protein-coding),PTTG,PTTG;PTTG1;PTTG1IP;PTTG1IP1;PTTG1IP2;PTTG2
DKFZP686A1627,Not in id_map (possible alias / deprecated / non-protein-coding),DKFZP686A01247;DKFZP686A1775;DKFZP686K16132;DKFZP686G16228;DKFZP686C12170,DKFZP313A0139;DKFZP313A2432;DKFZP313B0440;DKFZP313B211;DKFZP313B2333;DKFZP313D0829;DKFZP313G1735;DKFZP313H0531;DKFZP313H0817;DKFZP313I2429
TSIX,Not in id_map (possible alias / deprecated / non-protein-coding),,
LPAL2,Not in id_map (possible alias / deprecated / non-protein-coding),LPA2;PATL2;PALS2;PALB2;NPAL2,
LOC440896,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
LOC145820,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC283731,Non-canonical / lncRNA / LOC symbol,LOC284371,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
C8ORFK29,Not in id_map (possible alias / deprecated / non-protein-coding),C8ORFK32;C8ORFK23;C8ORF9;C8ORF2;C8ORF90,C8ORF1;C8ORF13;C8ORF2;C8ORF20;C8ORF21;C8ORF22;C8ORF30A;C8ORF30B;C8ORF32;C8ORF33
TRPC2,Not in id_map (possible alias / deprecated / non-protein-coding),LTRPC2;TRP2;TPC2;RPC2;TRAPPC2,TRPC1;TRPC3;TRPC4;TRPC4AP;TRPC5;TRPC5-AS1;TRPC5OS;TRPC6;TRPC7
AOX2P,Not in id_map (possible alias / deprecated / non-protein-coding),HAOX2;ACOX2,
FAM66E,Not in id_map (possible alias / deprecated / non-protein-coding),FAM26E;FAME,FAM60A;FAM61A;FAM61B;FAM62A;FAM62B;FAM62C;FAM63A;FAM63B;FAM64A;FAM65A
LOC285456,Non-canonical / lncRNA / LOC symbol,LOC285556,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
GPR111,Not in id_map (possible alias / deprecated / non-protein-coding),GPR11;GPR171;GPR161;GPR151;GPR141,GPR1;GPR10;GPR100;GPR101;GPR102;GPR103;GPR104;GPR105;GPR106;GPR107
CXADRP2,Not in id_map (possible alias / deprecated / non-protein-coding),CXADR;CARP2,CXADR
SCARNA16,Not in id_map (possible alias / deprecated / non-protein-coding),SCARA1;ZSCAN16,SCAR;SCAR1;SCAR10;SCAR2;SCAR3;SCAR5;SCAR7;SCAR8;SCAR9;SCARA1
C21ORF129,Not in id_map (possible alias / deprecated / non-protein-coding),C21ORF29;C1ORF129;C21ORF124;C21ORF112;C21ORF102,C21ORF1;C21ORF10;C21ORF101;C21ORF102;C21ORF103;C21ORF105;C21ORF106;C21ORF107;C21ORF108;C21ORF11
C9ORF144B,Not in id_map (possible alias / deprecated / non-protein-coding),C9ORF174;C9ORF164;C9ORF154;C9ORF148;C9ORF145,C9ORF10;C9ORF100;C9ORF101;C9ORF102;C9ORF103;C9ORF105;C9ORF108;C9ORF10OS;C9ORF11;C9ORF111
FAM25B,Not in id_map (possible alias / deprecated / non-protein-coding),FAM125B;FAM5B;FAM2B;FAM92B;FAM82B,FAM200A;FAM200B;FAM203A;FAM203B;FAM204A;FAM205A;FAM205C;FAM206A;FAM207A;FAM208A
SNORA53,Not in id_map (possible alias / deprecated / non-protein-coding),,SNORA80EHG;SNORC
TPTE2P1,Not in id_map (possible alias / deprecated / non-protein-coding),TPTE2;TPTE1,TPTE;TPTE1;TPTE2;TPTEP2-CSNK1E
FLJ30679,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ36794;FLJ36749;FLJ33069;FLJ32069;FLJ30794,FLJ30002;FLJ30006;FLJ30012;FLJ30046;FLJ30047;FLJ30058;FLJ30067;FLJ30108;FLJ30135;FLJ30140
FLJ40504,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ90504;FLJ45049;FLJ44050;FLJ40754;FLJ40584,FLJ40069;FLJ40081;FLJ40083;FLJ40084;FLJ40089;FLJ40097;FLJ40121;FLJ40125;FLJ40137;FLJ40142
?|391343,Unknown placeholder / assembler tag,,
LOC121952,Non-canonical / lncRNA / LOC symbol,LOC51252,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
PDZK1P1,Not in id_map (possible alias / deprecated / non-protein-coding),PDZK1IP1;PDZK11;PDZK1,PDZK1;PDZK10;PDZK11;PDZK1IP1;PDZK3;PDZK4;PDZK5C;PDZK6;PDZK7;PDZK8
SNORA57,Not in id_map (possible alias / deprecated / non-protein-coding),,SNORA80EHG;SNORC
MSX2P1,Not in id_map (possible alias / deprecated / non-protein-coding),MSX2;MSX1;MSP1,MSX2
SCARNA6,Not in id_map (possible alias / deprecated / non-protein-coding),,SCAR;SCAR1;SCAR10;SCAR2;SCAR3;SCAR5;SCAR7;SCAR8;SCAR9;SCARA1
LOC100128164,Non-canonical / lncRNA / LOC symbol,LOC100128569,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
C6ORF227,Not in id_map (possible alias / deprecated / non-protein-coding),C6ORF27;C6ORF229;C6ORF228;C6ORF226;C6ORF225,C6ORF1;C6ORF10;C6ORF102;C6ORF103;C6ORF104;C6ORF105;C6ORF106;C6ORF107;C6ORF108;C6ORF109
CFLP1,Not in id_map (possible alias / deprecated / non-protein-coding),CLP1;CFP1;CFL1;TCFL1;HCLP1,
LOC285954,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
LOC541473,Non-canonical / lncRNA / LOC symbol,LOC54103,LOC51035;LOC51149;LOC51236;LOC51252;LOC51491;LOC54103;LOC54932;LOC57722
C21ORF71,Not in id_map (possible alias / deprecated / non-protein-coding),C2ORF71;C21ORF7;C21ORF1;C1ORF71;C21ORF97,C21ORF1;C21ORF10;C21ORF101;C21ORF102;C21ORF103;C21ORF105;C21ORF106;C21ORF107;C21ORF108;C21ORF11
ARGFXP2,Not in id_map (possible alias / deprecated / non-protein-coding),ARGFX,ARGFX
NUDT9P1,Not in id_map (possible alias / deprecated / non-protein-coding),NUDT9L1;NUDT4P1;NUDT9;NUDT1,NUDT1;NUDT10;NUDT11;NUDT12;NUDT13;NUDT14;NUDT15;NUDT16;NUDT16L1;NUDT17
FLJ40330,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ43370;FLJ43307;FLJ40363;FLJ40338;FLJ20330,FLJ40069;FLJ40081;FLJ40083;FLJ40084;FLJ40089;FLJ40097;FLJ40121;FLJ40125;FLJ40137;FLJ40142
BAGE,Not in id_map (possible alias / deprecated / non-protein-coding),,
?|90288,Unknown placeholder / assembler tag,,
LOC90586,Non-canonical / lncRNA / LOC symbol,,LOC90113;LOC91893;LOC92154;LOC93082
PSORS1C3,Not in id_map (possible alias / deprecated / non-protein-coding),PSORS1C2;PSORS1C1;PSORS1;PSORS12;PSORAS1,PSOR1;PSORAS1;PSORS1;PSORS12;PSORS1C1;PSORS1C2;PSORS2;PSORT
MGC4473,Not in id_map (possible alias / deprecated / non-protein-coding),MGC4734;MGC4730;MGC4423;MGC4407;MGC4147,MGC40042;MGC40051;MGC40053;MGC40084;MGC40107;MGC40108;MGC40178;MGC40179;MGC40195;MGC40204
FAM27C,Not in id_map (possible alias / deprecated / non-protein-coding),FAM127C;FAM2C;FAM82C;FAM7C1;FAM77C,FAM200A;FAM200B;FAM203A;FAM203B;FAM204A;FAM205A;FAM205C;FAM206A;FAM207A;FAM208A
LOC441666,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
UOX,Not in id_map (possible alias / deprecated / non-protein-coding),SUOX;OX,
DPY19L2P2,Not in id_map (possible alias / deprecated / non-protein-coding),DPY19L2,DPY19L1;DPY19L2;DPY19L3;DPY19L4
FLJ39609,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ39769;FLJ39660;FLJ39630;FLJ39600;FLJ39369,FLJ30002;FLJ30006;FLJ30012;FLJ30046;FLJ30047;FLJ30058;FLJ30067;FLJ30108;FLJ30135;FLJ30140
C6ORF155,Not in id_map (possible alias / deprecated / non-protein-coding),C6ORF55;C6ORF15;C9ORF155;C6ORF175;C6ORF165,C6ORF1;C6ORF10;C6ORF102;C6ORF103;C6ORF104;C6ORF105;C6ORF106;C6ORF107;C6ORF108;C6ORF109
LOC400891,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
GGT8P,Not in id_map (possible alias / deprecated / non-protein-coding),,
C6ORF59,Not in id_map (possible alias / deprecated / non-protein-coding),C6ORF159;C16ORF59;C6ORF9;C6ORF5;CXORF59,C6ORF1;C6ORF10;C6ORF102;C6ORF103;C6ORF104;C6ORF105;C6ORF106;C6ORF107;C6ORF108;C6ORF109
LOC100130522,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC723809,Non-canonical / lncRNA / LOC symbol,,LOC728008;LOC728591;LOC728621;LOC728858
ASFMR1,Not in id_map (possible alias / deprecated / non-protein-coding),SFR1;FMR1;ASR1,
C15ORF54,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF54;C15ORF4;C1ORF154;C19ORF54;C18ORF54,C15ORF1;C15ORF12;C15ORF13;C15ORF15;C15ORF16;C15ORF17;C15ORF18;C15ORF19;C15ORF2;C15ORF20
CECR4,Not in id_map (possible alias / deprecated / non-protein-coding),CCR4;ECRG4;CXCR4;CERS4;CERD4,CECR1;CECR2;CECR5;CECR6
RFPL3S,Not in id_map (possible alias / deprecated / non-protein-coding),RFPL3;RPL3,RFPL1;RFPL2;RFPL3;RFPL4;RFPL4A;RFPL4AL1;RFPL4B
POM121L8P,Not in id_map (possible alias / deprecated / non-protein-coding),POM121L2;POM121-L;POM121,POM121;POM121-L;POM121A;POM121C;POM121L12;POM121L2
SCARNA7,Not in id_map (possible alias / deprecated / non-protein-coding),SCAR7,SCAR;SCAR1;SCAR10;SCAR2;SCAR3;SCAR5;SCAR7;SCAR8;SCAR9;SCARA1
C7ORF65,Not in id_map (possible alias / deprecated / non-protein-coding),C7ORF6;C7ORF5;CXORF65;C9ORF65;C7ORF76,C7ORF1;C7ORF10;C7ORF11;C7ORF12;C7ORF14;C7ORF15;C7ORF16;C7ORF17;C7ORF18;C7ORF19
SNORD15B,Small RNA / non-coding gene (often excluded),,SNORA80EHG;SNORC
LOC285796,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
SNORA74A,Not in id_map (possible alias / deprecated / non-protein-coding),,SNORA80EHG;SNORC
MRS2P2,Not in id_map (possible alias / deprecated / non-protein-coding),MRPS22;MS22;MRS2;MRP2,MRS2;MRS2L
LOC729668,Non-canonical / lncRNA / LOC symbol,,LOC728008;LOC728591;LOC728621;LOC728858
LOC648740,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
LOC643677,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
HESRG,Not in id_map (possible alias / deprecated / non-protein-coding),HERG;HSRG1;HESR3;HESR2;HESR1,HESR-1;HESR1;HESR2;HESR3
SNORD116-28,Small RNA / non-coding gene (often excluded),,SNORA80EHG;SNORC
LOC644165,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
C17ORF102,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF102;C21ORF102;C17ORF109;C17ORF108;C17ORF107,C17ORF1;C17ORF100;C17ORF101;C17ORF103;C17ORF104;C17ORF105;C17ORF106;C17ORF107;C17ORF108;C17ORF109
ANKRD26P1,Not in id_map (possible alias / deprecated / non-protein-coding),ANKRD61;ANKRD26;ANKRD21;ANKRD6;ANKRD2,ANKRA1;ANKRA2;ANKRD1;ANKRD10;ANKRD11;ANKRD12;ANKRD13;ANKRD13A;ANKRD13B;ANKRD13C
GGT3P,Not in id_map (possible alias / deprecated / non-protein-coding),GGTL3,
C4ORF39,Not in id_map (possible alias / deprecated / non-protein-coding),C14ORF39;C4ORF9;C4ORF3;C14ORF139;CXORF39,C4ORF1;C4ORF13;C4ORF14;C4ORF15;C4ORF16;C4ORF17;C4ORF18;C4ORF19;C4ORF20;C4ORF21
LOC257358,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
C15ORF28,Not in id_map (possible alias / deprecated / non-protein-coding),C5ORF28;C1ORF28;C15ORF2;C1ORF228;C1ORF218,C15ORF1;C15ORF12;C15ORF13;C15ORF15;C15ORF16;C15ORF17;C15ORF18;C15ORF19;C15ORF2;C15ORF20
LOC284688,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
SNORA81,Not in id_map (possible alias / deprecated / non-protein-coding),,SNORA80EHG;SNORC
SCARNA2,Not in id_map (possible alias / deprecated / non-protein-coding),SCARA2;SCRN2;SCAR2;SARA2,SCAR;SCAR1;SCAR10;SCAR2;SCAR3;SCAR5;SCAR7;SCAR8;SCAR9;SCARA1
C8ORF31,Not in id_map (possible alias / deprecated / non-protein-coding),C8ORF1;C8ORF83;C8ORF73;C8ORF61;C8ORF53,C8ORF1;C8ORF13;C8ORF2;C8ORF20;C8ORF21;C8ORF22;C8ORF30A;C8ORF30B;C8ORF32;C8ORF33
FLJ14107,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ41410;FLJ41047;FLJ16107;FLJ14917;FLJ14810,FLJ10006;FLJ10007;FLJ10024;FLJ10033;FLJ10035;FLJ10036;FLJ10042;FLJ10051;FLJ10052;FLJ10053
C15ORF56,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF56;C15ORF6;C21ORF56;C1ORF156;C19ORF56,C15ORF1;C15ORF12;C15ORF13;C15ORF15;C15ORF16;C15ORF17;C15ORF18;C15ORF19;C15ORF2;C15ORF20
DSCR9,Not in id_map (possible alias / deprecated / non-protein-coding),DSCR;SCR59;SCDR9;SCAR9;DSCR6,DSCR;DSCR1;DSCR1L1;DSCR1L2;DSCR2;DSCR3;DSCR5;DSCR6
