input_col	mapped_ensembl	method
HAL	ENSG00000084110	symbol
HSD17B13	ENSG00000170509	symbol
ZBED2	ENSG00000177494	symbol
SLC16A11	ENSG00000174326	symbol
POU3F2	ENSG00000184486	symbol
KCNG3	ENSG00000171126	symbol
BCL2L10	ENSG00000137875	symbol
FLJ42393	ENSG00000279891	symbol
CRIP3	ENSG00000146215	symbol
BIRC7	ENSG00000101197	symbol
CHRNA7	ENSG00000175344	symbol
SPACA4	ENSG00000177202	symbol
NR5A1	ENSG00000136931	symbol
PNPLA3	ENSG00000100344	symbol
DHX40P1	ENSG00000266992	symbol
ALOXE3	ENSG00000179148	symbol
CDH4	ENSG00000179242	symbol
C1QTNF9	ENSG00000240654	symbol
CRYBA2	ENSG00000163499	symbol
HOXA6	ENSG00000106006	symbol
FBXW10	ENSG00000171931	symbol
IBSP	ENSG00000029559	symbol
ARSH	ENSG00000205667	symbol
CCL23	ENSG00000274736	symbol
PRSS12	ENSG00000164099	symbol
KCNQ2	ENSG00000075043	symbol
HCRTR2	ENSG00000137252	symbol
CCDC158	ENSG00000163749	symbol
HFM1	ENSG00000162669	symbol
NME5	ENSG00000112981	symbol
NDST3	ENSG00000164100	symbol
TMEM190	ENSG00000160472	symbol
KCNA2	ENSG00000177301	symbol
CYP27C1	ENSG00000186684	symbol
B3GALT1	ENSG00000172318	symbol
SRD5A2	ENSG00000277893	symbol
PPP1R1A	ENSG00000135447	symbol
ARSF	ENSG00000062096	symbol
RFPL4B	ENSG00000251258	symbol
LALBA	ENSG00000167531	symbol
PROX1	ENSG00000117707	symbol
MUC4	ENSG00000145113	symbol
ITGAD	ENSG00000156886	symbol
GABRG2	ENSG00000113327	symbol
ATOH7	ENSG00000179774	symbol
LINGO2	ENSG00000174482	symbol
KIR3DL1	ENSG00000167633	symbol
DUOXA1	ENSG00000140254	symbol
DCT	ENSG00000080166	symbol
CDHR1	ENSG00000148600	symbol
CLDN2	ENSG00000165376	symbol
PROZ	ENSG00000126231	symbol
CHAD	ENSG00000136457	symbol
HKDC1	ENSG00000156510	symbol
XKR9	ENSG00000221947	symbol
AMN	ENSG00000166126	symbol
RAPSN	ENSG00000165917	symbol
PCSK9	ENSG00000169174	symbol
FCAR	ENSG00000186431	symbol
KCNS2	ENSG00000156486	symbol
GBX2	ENSG00000168505	symbol
EFHB	ENSG00000163576	symbol
ESRRB	ENSG00000119715	symbol
UGT1A9	ENSG00000241119	symbol
SAA2	ENSG00000134339	symbol
GGTLC1	ENSG00000149435	symbol
LIN7A	ENSG00000111052	symbol
PGPEP1L	ENSG00000183571	symbol
RBP4	ENSG00000138207	symbol
ADAMTS18	ENSG00000140873	symbol
TMIGD2	ENSG00000167664	symbol
LGR5	ENSG00000139292	symbol
RGS13	ENSG00000127074	symbol
MC5R	ENSG00000176136	symbol
NTF3	ENSG00000185652	symbol
CLDN8	ENSG00000156284	symbol
FAM86B2	ENSG00000145002	symbol
ATP2B2	ENSG00000157087	symbol
TOX3	ENSG00000103460	symbol
UNC5D	ENSG00000156687	symbol
FRMD7	ENSG00000165694	symbol
MOG	ENSG00000204655	symbol
CHRNA6	ENSG00000147434	symbol
ASPG	ENSG00000166183	symbol
FSTL5	ENSG00000168843	symbol
DLK2	ENSG00000171462	symbol
SLC9A4	ENSG00000180251	symbol
CCR8	ENSG00000179934	symbol
STXBP6	ENSG00000168952	symbol
EMILIN3	ENSG00000183798	symbol
ST8SIA2	ENSG00000140557	symbol
PRKY	ENSG00000099725	symbol
CCNO	ENSG00000152669	symbol
VPREB3	ENSG00000128218	symbol
KRTAP3-1	ENSG00000212901	symbol
ACOXL	ENSG00000153093	symbol
MYH7	ENSG00000092054	symbol
SLC18A1	ENSG00000036565	symbol
NTSR2	ENSG00000169006	symbol
FAM66D	ENSG00000255052	symbol
MMP20	ENSG00000137674	symbol
NEK5	ENSG00000197168	symbol
CLLU1	ENSG00000257127	symbol
PDX1	ENSG00000139515	symbol
KIR2DL3	ENSG00000243772	symbol
CCL18	ENSG00000275385	symbol
POM121L10P	ENSG00000224124	symbol
RUFY4	ENSG00000188282	symbol
SOAT2	ENSG00000167780	symbol
RNF126P1	ENSG00000261192	symbol
MTTP	ENSG00000138823	symbol
GBP7	ENSG00000213512	symbol
TM4SF4	ENSG00000169903	symbol
GPR6	ENSG00000146360	symbol
VIT	ENSG00000205221	symbol
SLN	ENSG00000170290	symbol
EEF1A2	ENSG00000101210	symbol
SOST	ENSG00000167941	symbol
IL12A	ENSG00000168811	symbol
TMEM232	ENSG00000186952	symbol
DYNLRB2	ENSG00000168589	symbol
XKR7	ENSG00000260903	symbol
KRT81	ENSG00000205426	symbol
PCP2	ENSG00000174788	symbol
TNNC2	ENSG00000101470	symbol
CPA1	ENSG00000091704	symbol
SPINK2	ENSG00000128040	symbol
CDH20	ENSG00000101542	symbol
DAZL	ENSG00000092345	symbol
OTP	ENSG00000171540	symbol
FRMPD1	ENSG00000070601	symbol
MAL	ENSG00000172005	symbol
UNC13C	ENSG00000137766	symbol
OOEP	ENSG00000203907	symbol
CCK	ENSG00000187094	symbol
HTR6	ENSG00000158748	symbol
DNAJB13	ENSG00000187726	symbol
SLC38A4	ENSG00000139209	symbol
FCRLA	ENSG00000132185	symbol
SSX2	ENSG00000241476	symbol
SSTR1	ENSG00000139874	symbol
CPO	ENSG00000144410	symbol
RAD51AP2	ENSG00000214842	symbol
TNNC1	ENSG00000114854	symbol
SFTA1P	ENSG00000225383	symbol
KCNE1	ENSG00000180509	symbol
CLEC10A	ENSG00000132514	symbol
ZNHIT2	ENSG00000174276	symbol
FAM153A	ENSG00000170074	symbol
PCDHB1	ENSG00000171815	symbol
AICDA	ENSG00000111732	symbol
ZNF385B	ENSG00000144331	symbol
CNTNAP3	ENSG00000106714	symbol
TNFSF18	ENSG00000120337	symbol
ERN2	ENSG00000134398	symbol
BTN1A1	ENSG00000124557	symbol
ALK	ENSG00000171094	symbol
PRRG3	ENSG00000130032	symbol
CYP4B1	ENSG00000142973	symbol
CYP2C18	ENSG00000108242	symbol
CDH10	ENSG00000040731	symbol
CADM3	ENSG00000162706	symbol
ENTHD1	ENSG00000176177	symbol
IGSF11	ENSG00000144847	symbol
GSDMC	ENSG00000147697	symbol
KCNIP1	ENSG00000182132	symbol
FGF16	ENSG00000196468	symbol
CD38	ENSG00000004468	symbol
CDH15	ENSG00000129910	symbol
CAPN13	ENSG00000162949	symbol
NOG	ENSG00000183691	symbol
SYT16	ENSG00000139973	symbol
STX19	ENSG00000178750	symbol
TRIM74	ENSG00000155428	symbol
TF	ENSG00000091513	symbol
CHRM3	ENSG00000133019	symbol
CXCL13	ENSG00000156234	symbol
MSTN	ENSG00000138379	symbol
SIAH3	ENSG00000215475	symbol
CCKAR	ENSG00000163394	symbol
CPB2	ENSG00000080618	symbol
CASP5	ENSG00000137757	symbol
FATE1	ENSG00000147378	symbol
GLOD5	ENSG00000171433	symbol
SYN2	ENSG00000157152	symbol
SLC25A41	ENSG00000181240	symbol
MIA2	ENSG00000150527	symbol
DCAF12L1	ENSG00000198889	symbol
ERBB4	ENSG00000178568	symbol
ACER1	ENSG00000167769	symbol
SLC30A3	ENSG00000115194	symbol
KRT17	ENSG00000128422	symbol
CD1C	ENSG00000158481	symbol
BCAN	ENSG00000132692	symbol
HHIP	ENSG00000164161	symbol
TFPI2	ENSG00000105825	symbol
PHYHIPL	ENSG00000165443	symbol
CLCNKB	ENSG00000184908	symbol
GALNT13	ENSG00000144278	symbol
ZFP92	ENSG00000189420	symbol
ESPNL	ENSG00000144488	symbol
PSMA8	ENSG00000154611	symbol
IQCJ	ENSG00000214216	symbol
HAR1A	ENSG00000225978	symbol
PCDHA6	ENSG00000081842	symbol
FCGR3B	ENSG00000162747	symbol
CNR1	ENSG00000118432	symbol
COCH	ENSG00000100473	symbol
NTRK3	ENSG00000140538	symbol
XCL2	ENSG00000143185	symbol
OR7E91P	ENSG00000205847	symbol
PRG4	ENSG00000116690	symbol
KLRF1	ENSG00000150045	symbol
NAT8	ENSG00000144035	symbol
GAGE12D	ENSG00000227488	symbol
RBM24	ENSG00000112183	symbol
ANKRD2	ENSG00000165887	symbol
TRIML2	ENSG00000179046	symbol
PAGE2B	ENSG00000238269	symbol
CTNNA3	ENSG00000183230	symbol
C1QL3	ENSG00000165985	symbol
NRSN1	ENSG00000152954	symbol
HPCAL4	ENSG00000116983	symbol
DPYS	ENSG00000147647	symbol
NR6A1	ENSG00000148200	symbol
CXCL2	ENSG00000081041	symbol
CLEC18B	ENSG00000140839	symbol
KRTAP5-10	ENSG00000204572	symbol
BMX	ENSG00000102010	symbol
AGR2	ENSG00000106541	symbol
FAM151A	ENSG00000162391	symbol
CCL25	ENSG00000131142	symbol
KEL	ENSG00000197993	symbol
MYH15	ENSG00000144821	symbol
IFITM5	ENSG00000206013	symbol
OPCML	ENSG00000183715	symbol
MAGEE2	ENSG00000186675	symbol
TCEAL2	ENSG00000184905	symbol
DUSP15	ENSG00000149599	symbol
CCNA1	ENSG00000133101	symbol
ADAM2	ENSG00000104755	symbol
HYAL4	ENSG00000106302	symbol
HPD	ENSG00000158104	symbol
GDAP1L1	ENSG00000124194	symbol
ADH7	ENSG00000196344	symbol
NIPAL4	ENSG00000172548	symbol
SLC16A12	ENSG00000152779	symbol
TCAP	ENSG00000173991	symbol
SCN5A	ENSG00000183873	symbol
CAPN14	ENSG00000214711	symbol
DPF1	ENSG00000011332	symbol
FCN1	ENSG00000085265	symbol
OTOF	ENSG00000115155	symbol
DIRC1	ENSG00000174325	symbol
VTN	ENSG00000109072	symbol
PACRG	ENSG00000112530	symbol
CNDP1	ENSG00000150656	symbol
ADCY10	ENSG00000143199	symbol
SOHLH2	ENSG00000120669	symbol
PCDHA2	ENSG00000204969	symbol
BCL11A	ENSG00000119866	symbol
SALL3	ENSG00000256463	symbol
IL1RL1	ENSG00000115602	symbol
PLSCR2	ENSG00000163746	symbol
SHD	ENSG00000105251	symbol
IL13RA2	ENSG00000123496	symbol
PGA3	ENSG00000229859	symbol
TPTE2P3	ENSG00000244471	symbol
TEX11	ENSG00000120498	symbol
ADCY5	ENSG00000173175	symbol
LRRC52	ENSG00000162763	symbol
BHLHA15	ENSG00000180535	symbol
FAM157B	ENSG00000233013	symbol
SOX21	ENSG00000125285	symbol
SV2C	ENSG00000122012	symbol
MKX	ENSG00000150051	symbol
CD1E	ENSG00000158488	symbol
PM20D1	ENSG00000162877	symbol
LIPK	ENSG00000204021	symbol
TDRG1	ENSG00000204091	symbol
ARL9	ENSG00000196503	symbol
IL6	ENSG00000136244	symbol
TMPRSS5	ENSG00000166682	symbol
MYEOV	ENSG00000172927	symbol
SRMS	ENSG00000125508	symbol
CKM	ENSG00000104879	symbol
TPO	ENSG00000115705	symbol
LTK	ENSG00000062524	symbol
MRAP2	ENSG00000135324	symbol
KCNJ13	ENSG00000115474	symbol
TAL2	ENSG00000186051	symbol
MIOX	ENSG00000100253	symbol
PROKR1	ENSG00000169618	symbol
CBLN4	ENSG00000054803	symbol
MYO1H	ENSG00000174527	symbol
SCN3A	ENSG00000153253	symbol
MCF2	ENSG00000101977	symbol
DGCR9	ENSG00000273032	alias
SLC26A7	ENSG00000147606	symbol
DLGAP2	ENSG00000198010	symbol
XIRP1	ENSG00000168334	symbol
STRA8	ENSG00000146857	symbol
ANKRD55	ENSG00000164512	symbol
GPR88	ENSG00000181656	symbol
KCTD19	ENSG00000168676	symbol
LGR6	ENSG00000133067	symbol
SPRR2D	ENSG00000163216	symbol
RAET1E	ENSG00000164520	symbol
MYOZ2	ENSG00000172399	symbol
CRYGN	ENSG00000127377	symbol
KLF14	ENSG00000266265	symbol
IL1RAPL1	ENSG00000169306	symbol
PDZK1	ENSG00000174827	symbol
IGLON5	ENSG00000142549	symbol
MESTIT1	ENSG00000272701	symbol
PAGE2	ENSG00000234068	symbol
DKK4	ENSG00000104371	symbol
FOXE3	ENSG00000186790	symbol
UGT3A1	ENSG00000145626	symbol
CALCA	ENSG00000110680	symbol
GFI1B	ENSG00000165702	symbol
BCL2L14	ENSG00000121380	symbol
SLIT1	ENSG00000187122	symbol
SSTR5	ENSG00000162009	symbol
GPD1	ENSG00000167588	symbol
SGK2	ENSG00000101049	symbol
HOXD11	ENSG00000128713	symbol
SYNGR4	ENSG00000105467	symbol
FXYD2	ENSG00000137731	symbol
SGCA	ENSG00000108823	symbol
CALHM3	ENSG00000183128	symbol
SLCO5A1	ENSG00000137571	symbol
TUBB2B	ENSG00000137285	symbol
MUC12	ENSG00000205277	symbol
BTNL8	ENSG00000113303	symbol
XCL1	ENSG00000143184	symbol
COL6A4P2	ENSG00000228252	symbol
NPC1L1	ENSG00000015520	symbol
SLC8A3	ENSG00000100678	symbol
CYP19A1	ENSG00000137869	symbol
P2RX6	ENSG00000099957	symbol
NRTN	ENSG00000171119	symbol
PTPN5	ENSG00000110786	symbol
ASB4	ENSG00000005981	symbol
PLAC1	ENSG00000170965	symbol
CASQ1	ENSG00000143318	symbol
COL28A1	ENSG00000215018	symbol
SLITRK2	ENSG00000185985	symbol
LCN6	ENSG00000267206	symbol
RGS20	ENSG00000147509	symbol
LRRTM4	ENSG00000176204	symbol
XPNPEP2	ENSG00000122121	symbol
DCAF4L2	ENSG00000176566	symbol
C5orf46	ENSG00000178776	symbol
PCDHAC1	ENSG00000248383	symbol
FOXQ1	ENSG00000164379	symbol
FAM178B	ENSG00000168754	symbol
ENKUR	ENSG00000151023	symbol
SSTR3	ENSG00000278195	symbol
TSNAX-DISC1	ENSG00000270106	symbol
ATP1A3	ENSG00000105409	symbol
ENDOU	ENSG00000111405	symbol
TNFSF14	ENSG00000125735	symbol
MAGEB2	ENSG00000099399	symbol
WSCD2	ENSG00000075035	symbol
CALCR	ENSG00000004948	symbol
BHMT	ENSG00000145692	symbol
CFHR3	ENSG00000116785	symbol
CAPZA3	ENSG00000177938	symbol
MSH4	ENSG00000057468	symbol
OTX1	ENSG00000115507	symbol
ZNF157	ENSG00000147117	symbol
COL17A1	ENSG00000065618	symbol
DDN	ENSG00000181418	symbol
B3GNT4	ENSG00000176383	symbol
LRRC43	ENSG00000158113	symbol
CFHR1	ENSG00000244414	symbol
DMP1	ENSG00000152592	symbol
GDNF	ENSG00000168621	symbol
SLITRK6	ENSG00000184564	symbol
RUNDC3A	ENSG00000108309	symbol
PCDHGC4	ENSG00000242419	symbol
TMPRSS11D	ENSG00000153802	symbol
SELP	ENSG00000174175	symbol
CALML6	ENSG00000169885	symbol
SLC22A11	ENSG00000168065	symbol
CLNK	ENSG00000109684	symbol
MYOT	ENSG00000120729	symbol
KLHL14	ENSG00000197705	symbol
OR13J1	ENSG00000168828	symbol
C1orf94	ENSG00000142698	symbol
PAGE5	ENSG00000158639	symbol
TREML2	ENSG00000112195	symbol
HMGA2	ENSG00000149948	symbol
STAP1	ENSG00000035720	symbol
POU5F1	ENSG00000204531	symbol
IL17C	ENSG00000124391	symbol
KCNK17	ENSG00000124780	symbol
MMEL1	ENSG00000142606	symbol
GUCA1A	ENSG00000048545	symbol
FAM106C	ENSG00000288235	symbol
PZP	ENSG00000126838	symbol
SRPK3	ENSG00000184343	symbol
FOXA2	ENSG00000125798	symbol
SPESP1	ENSG00000258484	symbol
DCC	ENSG00000187323	symbol
CD40LG	ENSG00000102245	symbol
CSN1S1	ENSG00000126545	symbol
SNORD116-20	ENSG00000278715	symbol
HAO1	ENSG00000101323	symbol
KCNH3	ENSG00000135519	symbol
FXYD7	ENSG00000221946	symbol
TTYH1	ENSG00000167614	symbol
ESYT3	ENSG00000158220	symbol
CYP2F1	ENSG00000197446	symbol
GYS2	ENSG00000111713	symbol
NRG1	ENSG00000157168	symbol
AMHR2	ENSG00000135409	symbol
FRMPD4	ENSG00000169933	symbol
NIPAL1	ENSG00000163293	symbol
GPR37L1	ENSG00000170075	symbol
DGCR10	ENSG00000273032	alias
CD207	ENSG00000116031	symbol
KCNJ4	ENSG00000168135	symbol
NTN3	ENSG00000162068	symbol
HYMAI	ENSG00000283122	symbol
ADAM32	ENSG00000197140	symbol
NECAB2	ENSG00000103154	symbol
S100A2	ENSG00000196754	symbol
ANGPT4	ENSG00000101280	symbol
PNMA5	ENSG00000198883	symbol
SCN2A	ENSG00000136531	symbol
C19orf33	ENSG00000167644	symbol
MAGEA10	ENSG00000124260	symbol
GPR152	ENSG00000175514	symbol
ILDR2	ENSG00000143195	symbol
PRKCG	ENSG00000126583	symbol
KCNH1	ENSG00000143473	symbol
IFNE	ENSG00000184995	symbol
OR2T8	ENSG00000177462	symbol
PRODH	ENSG00000100033	symbol
PPP1R1B	ENSG00000131771	symbol
TACR3	ENSG00000169836	symbol
C20orf203	ENSG00000198547	symbol
IL1RL2	ENSG00000115598	symbol
FAM83C	ENSG00000125998	symbol
GSDMA	ENSG00000167914	symbol
KRT78	ENSG00000170423	symbol
SAG	ENSG00000130561	symbol
FSIP1	ENSG00000150667	symbol
CTNND2	ENSG00000169862	symbol
UCN2	ENSG00000145040	symbol
SCGB1A1	ENSG00000149021	symbol
OR1F1	ENSG00000168124	symbol
NLGN4Y	ENSG00000165246	symbol
GATA1	ENSG00000102145	symbol
CITED1	ENSG00000125931	symbol
MADCAM1	ENSG00000099866	symbol
RPS4Y1	ENSG00000129824	symbol
LASS1	ENSG00000130283	alias
VSTM2L	ENSG00000132821	symbol
SCUBE1	ENSG00000159307	symbol
NOS1	ENSG00000089250	symbol
CD3G	ENSG00000160654	symbol
ZNF488	ENSG00000265763	symbol
MYH6	ENSG00000197616	symbol
CNGB3	ENSG00000170289	symbol
ANTXRL	ENSG00000274209	symbol
SMPX	ENSG00000091482	symbol
GABRR1	ENSG00000146276	symbol
ZNF560	ENSG00000198028	symbol
DGKB	ENSG00000136267	symbol
RPS6KA6	ENSG00000072133	symbol
INSL3	ENSG00000248099	symbol
VSIG8	ENSG00000243284	symbol
PKD1L2	ENSG00000166473	symbol
FLG	ENSG00000143631	symbol
LSAMP	ENSG00000185565	symbol
ITGA2B	ENSG00000005961	symbol
SPRR2E	ENSG00000203785	symbol
GP6	ENSG00000088053	symbol
PMCH	ENSG00000183395	symbol
TBR1	ENSG00000136535	symbol
C12orf42	ENSG00000179088	symbol
CACNA1I	ENSG00000100346	symbol
FOXI2	ENSG00000186766	symbol
PCYT1B	ENSG00000102230	symbol
MAST1	ENSG00000105613	symbol
P2RY4	ENSG00000186912	symbol
PRSS41	ENSG00000215148	symbol
SNAP25	ENSG00000132639	symbol
RPH3A	ENSG00000089169	symbol
INSC	ENSG00000188487	symbol
ASB15	ENSG00000146809	symbol
ADRB3	ENSG00000188778	symbol
PIWIL2	ENSG00000197181	symbol
ELOVL3	ENSG00000119915	symbol
BAGE2	ENSG00000187172	symbol
PADI4	ENSG00000159339	symbol
SCARNA5	ENSG00000252010	symbol
IFNB1	ENSG00000171855	symbol
GRIN3B	ENSG00000116032	symbol
POU3F3	ENSG00000198914	symbol
NRN1L	ENSG00000188038	symbol
RPRML	ENSG00000179673	symbol
SNURF	ENSG00000273173	symbol
OR56A3	ENSG00000184478	symbol
EOMES	ENSG00000163508	symbol
MYO16	ENSG00000041515	symbol
SERPIND1	ENSG00000099937	symbol
BTLA	ENSG00000186265	symbol
THPO	ENSG00000090534	symbol
ARHGEF38	ENSG00000236699	symbol
GNMT	ENSG00000124713	symbol
C4orf50	ENSG00000181215	symbol
SULT1B1	ENSG00000173597	symbol
RXFP1	ENSG00000171509	symbol
SNCB	ENSG00000074317	symbol
MEIG1	ENSG00000197889	symbol
RIMS4	ENSG00000101098	symbol
CLPS	ENSG00000137392	symbol
XAGE2	ENSG00000155622	symbol
GPR55	ENSG00000135898	symbol
CLCNKA	ENSG00000186510	symbol
NXF3	ENSG00000147206	symbol
MAPK15	ENSG00000181085	symbol
RETN	ENSG00000104918	symbol
MAGEC3	ENSG00000165509	symbol
POU6F2	ENSG00000106536	symbol
KIR2DL1	ENSG00000125498	symbol
CPA2	ENSG00000158516	symbol
MYOCD	ENSG00000141052	symbol
XKR6	ENSG00000171044	symbol
CXorf65	ENSG00000204165	symbol
C1QTNF9B	ENSG00000205863	symbol
TMPRSS11A	ENSG00000187054	symbol
ULBP3	ENSG00000131019	symbol
MEP1A	ENSG00000112818	symbol
UNC93A	ENSG00000112494	symbol
KLK9	ENSG00000213022	symbol
GPR17	ENSG00000144230	symbol
KRTAP3-3	ENSG00000212899	symbol
OR7C1	ENSG00000127530	symbol
CGB7	ENSG00000196337	symbol
ABCA10	ENSG00000154263	symbol
ZNF536	ENSG00000198597	symbol
LHFPL1	ENSG00000182508	symbol
BDNF	ENSG00000176697	symbol
IL31RA	ENSG00000164509	symbol
CHRDL1	ENSG00000101938	symbol
CABP4	ENSG00000175544	symbol
FAM182A	ENSG00000125804	symbol
MMP1	ENSG00000196611	symbol
GIPR	ENSG00000010310	symbol
POTEH	ENSG00000198062	symbol
COL6A6	ENSG00000206384	symbol
LMOD2	ENSG00000170807	symbol
NCR1	ENSG00000189430	symbol
TM4SF19	ENSG00000145107	symbol
SH2D5	ENSG00000189410	symbol
PKNOX2	ENSG00000165495	symbol
C6orf147	ENSG00000135314	alias
SPEF1	ENSG00000101222	symbol
C1QTNF4	ENSG00000172247	symbol
HRNR	ENSG00000197915	symbol
GPR62	ENSG00000180929	symbol
NKX3-2	ENSG00000109705	symbol
MYH2	ENSG00000125414	symbol
TKTL1	ENSG00000007350	symbol
TEKT4	ENSG00000163060	symbol
KHDC1L	ENSG00000256980	symbol
MSI1	ENSG00000135097	symbol
EPHA5	ENSG00000145242	symbol
POTED	ENSG00000166351	symbol
CSRNP3	ENSG00000178662	symbol
SMOC1	ENSG00000198732	symbol
HECW1	ENSG00000002746	symbol
C2orf66	ENSG00000187944	symbol
MIXL1	ENSG00000185155	symbol
CST6	ENSG00000175315	symbol
VCX	ENSG00000182583	symbol
UBASH3A	ENSG00000160185	symbol
TRIM15	ENSG00000204610	symbol
UPP2	ENSG00000007001	symbol
TRIM50	ENSG00000146755	symbol
SRRM4	ENSG00000139767	symbol
GOLGA6B	ENSG00000215186	symbol
GPHA2	ENSG00000149735	symbol
COLEC11	ENSG00000118004	symbol
THSD7B	ENSG00000144229	symbol
MGAT5B	ENSG00000167889	symbol
GPR27	ENSG00000170837	symbol
CDH17	ENSG00000079112	symbol
MPO	ENSG00000005381	symbol
ACR	ENSG00000100312	symbol
PABPC1L2B	ENSG00000184388	symbol
CLEC18C	ENSG00000157335	symbol
GRM3	ENSG00000198822	symbol
WFDC13	ENSG00000168634	symbol
MTMR8	ENSG00000102043	symbol
ITPKA	ENSG00000137825	symbol
ATP8A2	ENSG00000132932	symbol
SUGT1P1	ENSG00000228072	symbol
TMEM150B	ENSG00000180061	symbol
VSX2	ENSG00000119614	symbol
ACOT6	ENSG00000205669	symbol
CPN2	ENSG00000178772	symbol
TAS1R1	ENSG00000173662	symbol
NKAIN2	ENSG00000188580	symbol
PTH2R	ENSG00000144407	symbol
FOXP2	ENSG00000128573	symbol
ASPA	ENSG00000108381	symbol
ELAVL4	ENSG00000162374	symbol
NKX1-2	ENSG00000229544	symbol
MYCNOS	ENSG00000233718	symbol
NPAS4	ENSG00000174576	symbol
PLIN5	ENSG00000214456	symbol
GUCY2D	ENSG00000132518	symbol
GSTM5	ENSG00000134201	symbol
INHBE	ENSG00000139269	symbol
RHOXF1	ENSG00000101883	symbol
CHRNB2	ENSG00000160716	symbol
MESP1	ENSG00000166823	symbol
HDC	ENSG00000140287	symbol
CPA4	ENSG00000128510	symbol
WFDC10B	ENSG00000182931	symbol
TULP1	ENSG00000112041	symbol
TSKS	ENSG00000126467	symbol
SLC9A3	ENSG00000066230	symbol
CLDND2	ENSG00000160318	symbol
HAVCR1	ENSG00000113249	symbol
UNC5A	ENSG00000113763	symbol
SEMA3E	ENSG00000170381	symbol
CLRN3	ENSG00000180745	symbol
SHC4	ENSG00000185634	symbol
TRIM6-TRIM34	ENSG00000258588	symbol
GBP6	ENSG00000183347	symbol
TP53AIP1	ENSG00000120471	symbol
WNT16	ENSG00000002745	symbol
CREG2	ENSG00000175874	symbol
NR1I2	ENSG00000144852	symbol
RLN2	ENSG00000107014	symbol
SLC26A8	ENSG00000112053	symbol
CEACAM3	ENSG00000170956	symbol
ACRV1	ENSG00000134940	symbol
DDX11L2	ENSG00000236397	symbol
MMP13	ENSG00000137745	symbol
INSRR	ENSG00000027644	symbol
CCL16	ENSG00000275152	symbol
BMPER	ENSG00000164619	symbol
HAP1	ENSG00000173805	symbol
RPSAP52	ENSG00000241749	symbol
MTUS2	ENSG00000132938	symbol
KCNK15	ENSG00000124249	symbol
HSF5	ENSG00000176160	symbol
PGK2	ENSG00000170950	symbol
LY6K	ENSG00000160886	symbol
PSORS1C1	ENSG00000204540	symbol
PROK2	ENSG00000163421	symbol
CEACAM16	ENSG00000213892	symbol
MGAT4C	ENSG00000182050	symbol
LRRC18	ENSG00000165383	symbol
C17orf50	ENSG00000270806	symbol
C8B	ENSG00000021852	symbol
SLC5A2	ENSG00000140675	symbol
FAM90A1	ENSG00000171847	symbol
CLEC4GP1	ENSG00000268297	symbol
GRIA3	ENSG00000125675	symbol
DMRT2	ENSG00000173253	symbol
SERPINC1	ENSG00000117601	symbol
COL4A6	ENSG00000197565	symbol
KCNK3	ENSG00000171303	symbol
GREM2	ENSG00000180875	symbol
C11orf87	ENSG00000185742	symbol
CATSPERB	ENSG00000133962	symbol
OR52N4	ENSG00000181074	symbol
CRISP1	ENSG00000124812	symbol
LRRC69	ENSG00000214954	symbol
HRCT1	ENSG00000196196	symbol
GRIK2	ENSG00000164418	symbol
CPNE9	ENSG00000144550	symbol
CCR3	ENSG00000183625	symbol
BCAS1	ENSG00000064787	symbol
AQP9	ENSG00000103569	symbol
CD70	ENSG00000125726	symbol
RSPO2	ENSG00000147655	symbol
GZMB	ENSG00000100453	symbol
MCF2L2	ENSG00000053524	symbol
ISX	ENSG00000175329	symbol
CXXC4	ENSG00000168772	symbol
GLT1D1	ENSG00000151948	symbol
OR13A1	ENSG00000256574	symbol
WNT9B	ENSG00000158955	symbol
LANCL3	ENSG00000147036	symbol
ADAM21P1	ENSG00000235812	symbol
GABRG1	ENSG00000163285	symbol
OIT3	ENSG00000138315	symbol
RGS9	ENSG00000108370	symbol
C2orf72	ENSG00000204128	symbol
PLA2G4F	ENSG00000168907	symbol
SLC45A2	ENSG00000164175	symbol
HAPLN2	ENSG00000132702	symbol
C20orf141	ENSG00000258713	symbol
NLRP14	ENSG00000158077	symbol
ZSCAN23	ENSG00000187987	symbol
UPK3B	ENSG00000243566	symbol
ANXA13	ENSG00000104537	symbol
CACNA2D3	ENSG00000157445	symbol
CACNA1E	ENSG00000198216	symbol
GPR31	ENSG00000120436	symbol
SLC47A2	ENSG00000180638	symbol
HSPB9	ENSG00000260325	symbol
VWA5B1	ENSG00000158816	symbol
NOX1	ENSG00000007952	symbol
DUOX2	ENSG00000140279	symbol
DPEP1	ENSG00000015413	symbol
CACNA1G	ENSG00000006283	symbol
HCG22	ENSG00000228789	symbol
CR1	ENSG00000203710	symbol
PCDHA3	ENSG00000255408	symbol
ACSM1	ENSG00000166743	symbol
USP26	ENSG00000134588	symbol
TCF21	ENSG00000118526	symbol
GZMM	ENSG00000197540	symbol
GRM6	ENSG00000113262	symbol
NUP210L	ENSG00000143552	symbol
SNORA63	ENSG00000252448	symbol
EFNA2	ENSG00000099617	symbol
WFDC2	ENSG00000101443	symbol
SCML4	ENSG00000146285	symbol
AKR1C2	ENSG00000151632	symbol
TREML4	ENSG00000188056	symbol
IL27	ENSG00000197272	symbol
CREB3L3	ENSG00000060566	symbol
LTA	ENSG00000226979	symbol
WNT1	ENSG00000125084	symbol
ADAMTS16	ENSG00000145536	symbol
AGBL4	ENSG00000186094	symbol
