symbol,ensembl_id
VWS,ENSG00000117595
VWS1,ENSG00000008118
VXN,ENSG00000169085
VZG-1,ENSG00000198121
W117M,ENSG00000149564
W5C5,ENSG00000099994
WABS,ENSG00000013573
WAC,ENSG00000095787
WAF1,ENSG00000124762
WAFL,ENSG00000119321
WAGR,ENSG00000184937
WAIT-1,ENSG00000074266
WALP1,ENSG00000198604
WALP3,ENSG00000076108
WALP4,ENSG00000123636
WAML,ENSG00000175866
WAP1,ENSG00000175121
WAP10,ENSG00000180305
WAP11,ENSG00000180083
WAP12,ENSG00000182931
WAP13,ENSG00000168634
WAP14,ENSG00000124116
WAP2,ENSG00000168703
WAP3,ENSG00000124102
WAP4,ENSG00000124107
WAP5,ENSG00000101443
WAP6,ENSG00000243543
WAP7,ENSG00000101448
WAP8,ENSG00000158901
WAP9,ENSG00000180205
WAPAL,ENSG00000062650
WAPL,ENSG00000062650
WARBM1,ENSG00000115839
WARP,ENSG00000179403
WARS,ENSG00000140105
WARS1,ENSG00000140105
WARS2,ENSG00000116874
WARTS,ENSG00000131023
WAS,ENSG00000015285
WASF1,ENSG00000112290
WASF2,ENSG00000158195
WASF3,ENSG00000132970
WASH1,ENSG00000181404
WASH6P,ENSG00000182484
WASHC1,ENSG00000181404
WASHC2A,ENSG00000099290
WASHC2C,ENSG00000172661
WASHC3,ENSG00000120860
WASHC4,ENSG00000136051
WASHC5,ENSG00000164961
WASL,ENSG00000106299
WASLBP,ENSG00000213672
WASP,ENSG00000015285
WASPA,ENSG00000015285
WASPB,ENSG00000106299
WASPIP,ENSG00000115935
WAVE,ENSG00000112290
WAVE-1,ENSG00000112290
WAVE1,ENSG00000112290
WAVE2,ENSG00000158195
WAVE3,ENSG00000132970
WBMT,ENSG00000071462
WBP-1,ENSG00000239779
WBP-2,ENSG00000132471
WBP1,ENSG00000239779
WBP11,ENSG00000084463
WBP15,ENSG00000140750
WBP1L,ENSG00000166272
WBP1L2,ENSG00000154978
WBP2,ENSG00000132471
WBP2NL,ENSG00000183066
WBP3,ENSG00000161791
WBP4,ENSG00000120688
WBP5,ENSG00000185222
WBP7,ENSG00000272333
WBS,ENSG00000049540
WBSCR1,ENSG00000106682
WBSCR10,ENSG00000009954
WBSCR11,ENSG00000006704
WBSCR12,ENSG00000006704
WBSCR13,ENSG00000106638
WBSCR14,ENSG00000009950
WBSCR15,ENSG00000086730
WBSCR16,ENSG00000274523
WBSCR17,ENSG00000174473
WBSCR18,ENSG00000176410
WBSCR19,ENSG00000136206
WBSCR20,ENSG00000130305
WBSCR20A,ENSG00000130305
WBSCR21,ENSG00000106077
WBSCR22,ENSG00000071462
WBSCR24,ENSG00000176428
WBSCR27,ENSG00000165171
WBSCR28,ENSG00000175877
WBSCR3,ENSG00000106665
WBSCR4,ENSG00000106665
WBSCR5,ENSG00000086730
WBSCR6,ENSG00000263001
WBSCR8,ENSG00000189143
WBSCR9,ENSG00000009954
WC1,ENSG00000177675
WCRF180,ENSG00000198604
WD,ENSG00000004939
WDC146,ENSG00000136709
WDCP,ENSG00000163026
WDF1,ENSG00000085449
WDFY1,ENSG00000085449
WDFY2,ENSG00000139668
WDFY3,ENSG00000163625
WDFY4,ENSG00000128815
WDHD1,ENSG00000198554
WDPCP,ENSG00000143951
WDR1,ENSG00000071127
WDR10,ENSG00000163913
WDR10P,ENSG00000163913
WDR11,ENSG00000120008
WDR12,ENSG00000138442
WDR13,ENSG00000101940
WDR14,ENSG00000185838
WDR140,ENSG00000163913
WDR15,ENSG00000120008
WDR16,ENSG00000166596
WDR17,ENSG00000150627
WDR18,ENSG00000065268
WDR19,ENSG00000157796
WDR2,ENSG00000106789
WDR20,ENSG00000140153
WDR21,ENSG00000119599
WDR21A,ENSG00000119599
WDR21B,ENSG00000182308
WDR21C,ENSG00000176566
WDR22,ENSG00000139990
WDR23,ENSG00000100897
WDR24,ENSG00000127580
WDR25,ENSG00000176473
WDR26,ENSG00000162923
WDR27,ENSG00000184465
WDR28,ENSG00000105447
WDR29,ENSG00000144451
WDR3,ENSG00000065183
WDR30,ENSG00000085978
WDR31,ENSG00000148225
WDR32,ENSG00000122741
WDR33,ENSG00000136709
WDR34,ENSG00000119333
WDR35,ENSG00000118965
WDR36,ENSG00000134987
WDR37,ENSG00000047056
WDR38,ENSG00000136918
WDR39,ENSG00000144021
WDR4,ENSG00000160193
WDR40A,ENSG00000198876
WDR40B,ENSG00000198889
WDR40C,ENSG00000198354
WDR41,ENSG00000164253
WDR42A,ENSG00000132716
WDR42B,ENSG00000226372
WDR42C,ENSG00000189186
WDR43,ENSG00000163811
WDR44,ENSG00000131725
WDR45,ENSG00000196998
WDR45B,ENSG00000141580
WDR45L,ENSG00000141580
WDR46,ENSG00000227057
WDR47,ENSG00000085433
WDR48,ENSG00000114742
WDR49,ENSG00000174776
WDR5,ENSG00000196363
WDR50,ENSG00000011260
WDR51A,ENSG00000164087
WDR51B,ENSG00000139323
WDR52,ENSG00000206530
WDR53,ENSG00000185798
WDR54,ENSG00000005448
WDR55,ENSG00000120314
WDR56,ENSG00000068885
WDR57,ENSG00000060688
WDR58,ENSG00000131652
WDR59,ENSG00000103091
WDR5B,ENSG00000196981
WDR6,ENSG00000178252
WDR60,ENSG00000126870
WDR61,ENSG00000140395
WDR62,ENSG00000075702
WDR63,ENSG00000162643
WDR64,ENSG00000162843
WDR65,ENSG00000243710
WDR66,ENSG00000158023
WDR67,ENSG00000156787
WDR68,ENSG00000136485
WDR69,ENSG00000123977
WDR7,ENSG00000091157
WDR70,ENSG00000082068
WDR71,ENSG00000175575
WDR72,ENSG00000166415
WDR73,ENSG00000177082
WDR74,ENSG00000133316
WDR75,ENSG00000115368
WDR76,ENSG00000092470
WDR77,ENSG00000116455
WDR78,ENSG00000152763
WDR79,ENSG00000141499
WDR8,ENSG00000116213
WDR80,ENSG00000168010
WDR81,ENSG00000167716
WDR82,ENSG00000164091
WDR82A,ENSG00000164091
WDR83,ENSG00000123154
WDR83OS,ENSG00000105583
WDR84,ENSG00000111845
WDR85,ENSG00000148399
WDR86,ENSG00000187260
WDR87,ENSG00000171804
WDR88,ENSG00000166359
WDR89,ENSG00000140006
WDR9,ENSG00000185658
WDR90,ENSG00000161996
WDR91,ENSG00000105875
WDR92,ENSG00000243667
WDR93,ENSG00000140527
WDR94,ENSG00000110497
WDR96,ENSG00000197748
WDR97,ENSG00000179698
WDR98,ENSG00000141452
WDRPUH,ENSG00000166596
WDRX1,ENSG00000196998
WDSAM1,ENSG00000196151
WDSOF1,ENSG00000164934
WDSUB1,ENSG00000196151
WDT2,ENSG00000118242
WDTC1,ENSG00000142784
WDTC2,ENSG00000187535
WDYHV1,ENSG00000156795
WEE1,ENSG00000166483
WEE1A,ENSG00000166483
WEE1B,ENSG00000214102
WEE2,ENSG00000214102
WEX1,ENSG00000184905
WEX2,ENSG00000204071
WEX3,ENSG00000180964
WEX4,ENSG00000204065
WEX5,ENSG00000182916
WEX6,ENSG00000185222
WEX7,ENSG00000133142
WEX8,ENSG00000196507
WEX9,ENSG00000172465
WF-1,ENSG00000170855
WFDC1,ENSG00000103175
WFDC10A,ENSG00000180305
WFDC10B,ENSG00000182931
WFDC11,ENSG00000180083
WFDC12,ENSG00000168703
WFDC13,ENSG00000168634
WFDC14,ENSG00000124102
WFDC19,ENSG00000011201
WFDC2,ENSG00000101443
WFDC20A,ENSG00000127578
WFDC20B,ENSG00000173714
WFDC3,ENSG00000124116
WFDC4,ENSG00000124107
WFDC5,ENSG00000175121
WFDC6,ENSG00000243543
WFDC7,ENSG00000101448
WFDC8,ENSG00000158901
WFDC9,ENSG00000180205
WFIKKN,ENSG00000127578
WFIKKN1,ENSG00000127578
WFIKKN2,ENSG00000173714
WFIKKNRP,ENSG00000173714
WFS,ENSG00000109501
WFS1,ENSG00000109501
WFS2,ENSG00000145354
WGAR9166,ENSG00000180730
WGEF,ENSG00000142632
WGG1,ENSG00000158526
WHAMM,ENSG00000156232
WHAMM1,ENSG00000156232
WHAMM2,ENSG00000152409
WHDC1,ENSG00000156232
WHIP,ENSG00000124535
WHISTLE,ENSG00000147548
WHITE2,ENSG00000172350
WHN,ENSG00000109101
WHRN,ENSG00000095397
WHSC1,ENSG00000109685
WHSC1L1,ENSG00000147548
WHSC2,ENSG00000185049
WI-31133,ENSG00000119737
WIBG,ENSG00000170473
WICH,ENSG00000171475
WID,ENSG00000171604
WIF1,ENSG00000156076
WIG-1,ENSG00000172667
WIG1,ENSG00000172667
WILLIN,ENSG00000139926
WIM,ENSG00000138002
WINS1,ENSG00000140471
WIP,ENSG00000115935
WIP1,ENSG00000170836
WIPF1,ENSG00000115935
WIPF2,ENSG00000171475
WIPF3,ENSG00000122574
WIPI1,ENSG00000070540
WIPI2,ENSG00000157954
WIPI3,ENSG00000141580
WIPI4,ENSG00000196998
WIPI49,ENSG00000070540
WIRE,ENSG00000171475
WISH,ENSG00000213672
WISP-1,ENSG00000104415
WISP-2,ENSG00000064205
WISP-3,ENSG00000112761
WISP1,ENSG00000104415
WISP1-OT1,ENSG00000104415
WISP1-UT1,ENSG00000104415
WISP2,ENSG00000064205
WISP3,ENSG00000112761
WISP39,ENSG00000204315
WIT-2,ENSG00000184937
WIZ,ENSG00000011451
WLS,ENSG00000116729
WMS,ENSG00000166147
WND,ENSG00000123191
WNK1,ENSG00000060237
WNK2,ENSG00000165238
WNK3,ENSG00000196632
WNK4,ENSG00000126562
WNT-12,ENSG00000169884
WNT-4,ENSG00000162552
WNT-7A,ENSG00000154764
WNT1,ENSG00000125084
WNT10A,ENSG00000135925
WNT10B,ENSG00000169884
WNT11,ENSG00000085741
WNT13,ENSG00000134245
WNT14,ENSG00000143816
WNT14B,ENSG00000158955
WNT15,ENSG00000158955
WNT16,ENSG00000002745
WNT2,ENSG00000105989
WNT2B,ENSG00000134245
WNT3,ENSG00000108379
WNT3A,ENSG00000154342
WNT4,ENSG00000162552
WNT5A,ENSG00000114251
WNT5B,ENSG00000111186
WNT6,ENSG00000115596
WNT7A,ENSG00000154764
WNT7B,ENSG00000188064
WNT8A,ENSG00000061492
WNT8B,ENSG00000075290
WNT8D,ENSG00000061492
WNT9A,ENSG00000143816
WNT9B,ENSG00000158955
WOX1,ENSG00000186153
WP34,ENSG00000130592
WPWS,ENSG00000106617
WR,ENSG00000004939
WRAP53,ENSG00000141499
WRAP73,ENSG00000116213
WRB,ENSG00000182093
WRCH-1,ENSG00000116574
WRCH1,ENSG00000116574
WRCH2,ENSG00000104140
WRN,ENSG00000165392
WRNIP1,ENSG00000124535
WRP,ENSG00000196220
WS,ENSG00000049540
WS-3,ENSG00000104671
WS-BETATRP,ENSG00000106638
WS-BHLH,ENSG00000009950
WS1,ENSG00000135903
WS2,ENSG00000187098
WS2A,ENSG00000187098
WS2E,ENSG00000100146
WS3-10,ENSG00000149591
WS4,ENSG00000100146
WS9-14,ENSG00000134013
WSB1,ENSG00000109046
WSB2,ENSG00000176871
WSC4,ENSG00000169116
WSCD1,ENSG00000179314
WSCD2,ENSG00000075035
WSCR1,ENSG00000106682
WSCR3,ENSG00000106665
WSCR4,ENSG00000106665
WSCR5,ENSG00000086730
WSL-1,ENSG00000215788
WSL-LR,ENSG00000215788
WSN,ENSG00000155961
WSTF,ENSG00000009954
WSX-1,ENSG00000104998
WSX1,ENSG00000104998
WT-1,ENSG00000184937
WT1,ENSG00000184937
WTAP,ENSG00000146457
WTH3,ENSG00000222014
WTH3DI,ENSG00000233087
WTIP,ENSG00000142279
WTS,ENSG00000147099
WTX,ENSG00000184675
WUGSC:H_DJ0747G18.2,ENSG00000106367
WUGSC:H_DJ525N14.1,ENSG00000177485
WUHO,ENSG00000160193
WUS,ENSG00000178401
WW45,ENSG00000151748
WWC1,ENSG00000113645
WWC2,ENSG00000151718
WWC3,ENSG00000047644
WWFQ154,ENSG00000156171
WWOX,ENSG00000186153
WWP1,ENSG00000123124
WWP2,ENSG00000198373
WWP3,ENSG00000151276
WWP4,ENSG00000095787
WWS,ENSG00000126970
WWTR1,ENSG00000018408
WYATT,ENSG00000150455
X-KINASE,ENSG00000170209
X104,ENSG00000119139
X11,ENSG00000107282
X11L,ENSG00000034053
X11L2,ENSG00000011132
X123,ENSG00000135063
X17,ENSG00000227124
X1K,ENSG00000047597
X25,ENSG00000165060
X3,ENSG00000143324
X5L,ENSG00000145945
XAB1,ENSG00000198522
XAB2,ENSG00000076924
XAF1,ENSG00000132530
XAG-2,ENSG00000106541
XAGE-1,ENSG00000204379
XAGE-2,ENSG00000155622
XAGE-3,ENSG00000171402
XAGE-5,ENSG00000171405
XAGE1,ENSG00000204379
XAGE1A,ENSG00000204379
XAGE1B,ENSG00000204382
XAGE1C,ENSG00000204382
XAGE1D,ENSG00000204382
XAGE1E,ENSG00000204382
XAGE2,ENSG00000155622
XAGE2B,ENSG00000155622
XAGE3,ENSG00000171402
XAGE5,ENSG00000171405
XAP-3,ENSG00000071553
XAP-4,ENSG00000203879
XAP-6,ENSG00000130827
XAP-7,ENSG00000071889
XAP101,ENSG00000130826
XAP104,ENSG00000147383
XAP121,ENSG00000155962
XAP130,ENSG00000185973
XAP135,ENSG00000130024
XAP2,ENSG00000110711
XAP3,ENSG00000071553
XAP4,ENSG00000125826
XAP5,ENSG00000071859
XAP8,ENSG00000048649
XAPC7,ENSG00000101182
XAT2,ENSG00000164893
XB,ENSG00000168477
XB130,ENSG00000169129
XB51,ENSG00000125967
XBP1,ENSG00000100219
XBP2,ENSG00000100219
XBR,ENSG00000084093
XBS,ENSG00000168477
XCE,ENSG00000171551
XCL1,ENSG00000143184
XCL2,ENSG00000143185
XCR1,ENSG00000173578
XCT,ENSG00000151012
XDH,ENSG00000158125
XDH/XO,ENSG00000158125
XDRP1,ENSG00000135018
XE169,ENSG00000126012
XE7,ENSG00000197976
XE7Y,ENSG00000197976
XEDAR,ENSG00000131080
XG,ENSG00000124343
XGALT-1,ENSG00000027847
XH2,ENSG00000085224
XHED,ENSG00000158813
XHL,ENSG00000135111
XIAP,ENSG00000101966
XIAPAF1,ENSG00000132530
XIB,ENSG00000013563
XIN,ENSG00000168334
XIO,ENSG00000123200
XIP,ENSG00000134248
XIP1,ENSG00000169621
XIRP1,ENSG00000168334
XIRP2,ENSG00000163092
XK,ENSG00000047597
XKR1,ENSG00000047597
XKR2,ENSG00000182489
XKR3,ENSG00000172967
XKR4,ENSG00000206579
XKR5,ENSG00000275591
XKR6,ENSG00000171044
XKR7,ENSG00000260903
XKR8,ENSG00000158156
XKR9,ENSG00000221947
XKRX,ENSG00000182489
XLA,ENSG00000010671
XLF,ENSG00000187736
XLH,ENSG00000102174
XLHED,ENSG00000158813
XLHSRF-1,ENSG00000114841
XLIS,ENSG00000077279
XLKD1,ENSG00000133800
XLP,ENSG00000183918
XLPD,ENSG00000183918
XLRH,ENSG00000171365
XLRS1,ENSG00000102104
XLS,ENSG00000148362
XMEA,ENSG00000160131
XMP,ENSG00000213853
XMPMA,ENSG00000022267
XNDC1N,ENSG00000254469
XNDC1N-ZNF705EP-ALG1L9P,ENSG00000289716
XNP,ENSG00000085224
XNPEP2,ENSG00000171388
XO,ENSG00000158125
XOR,ENSG00000158125
XP-V,ENSG00000170734
XP1,ENSG00000136936
XP5,ENSG00000159455
XPA,ENSG00000136936
XPAC,ENSG00000136936
XPB,ENSG00000163161
XPC,ENSG00000154767
XPCC,ENSG00000154767
XPCT,ENSG00000147100
XPD,ENSG00000104884
XPE,ENSG00000134574
XPF,ENSG00000175595
XPGC,ENSG00000134899
XPID,ENSG00000049768
XPLAC,ENSG00000182489
XPLN,ENSG00000163947
XPMC2H,ENSG00000148300
XPN,ENSG00000050030
XPNPEP,ENSG00000108039
XPNPEP1,ENSG00000108039
XPNPEP2,ENSG00000122121
XPNPEP3,ENSG00000196236
XPNPEPL,ENSG00000108039
XPNPEPL1,ENSG00000108039
XPO1,ENSG00000082898
XPO2,ENSG00000124207
XPO3,ENSG00000184575
XPO4,ENSG00000132953
XPO5,ENSG00000124571
XPO6,ENSG00000169180
XPO7,ENSG00000130227
XPOT,ENSG00000184575
XPR1,ENSG00000143324
XPVKONA,ENSG00000168710
XRCC1,ENSG00000073050
XRCC11,ENSG00000139618
XRCC2,ENSG00000196584
XRCC3,ENSG00000126215
XRCC4,ENSG00000152422
XRCC5,ENSG00000079246
XRCC6,ENSG00000196419
XRCC6BP1,ENSG00000166896
XRCC7,ENSG00000253729
XRCC9,ENSG00000221829
XRN,ENSG00000171365
XRN1,ENSG00000114127
XRN2,ENSG00000088930
XRRA1,ENSG00000166435
XT-I,ENSG00000103489
XT-II,ENSG00000015532
XT3,ENSG00000163817
XTES,ENSG00000172967
XTH2,ENSG00000169188
XTLL,ENSG00000112333
XTP1,ENSG00000035499
XTP12,ENSG00000112308
XTP2,ENSG00000117523
XTP3-B,ENSG00000068912
XTP3TPA,ENSG00000179958
XTP3TPB,ENSG00000068912
XTP4,ENSG00000141741
XTP5,ENSG00000080608
XTP7,ENSG00000283632
XTRP2,ENSG00000164363
XTRP3,ENSG00000163817
XWNT2,ENSG00000134245
XXYLT1,ENSG00000173950
XYLB,ENSG00000093217
XYLT1,ENSG00000103489
XYLT2,ENSG00000015532
Y,ENSG00000142507
Y+LAT-1,ENSG00000155465
Y+LAT-2,ENSG00000103064
Y+LAT1,ENSG00000155465
Y14,ENSG00000265241
Y4,ENSG00000204174
YAE1,ENSG00000241127
YAE1D1,ENSG00000241127
YAF1,ENSG00000196591
YAF2,ENSG00000015153
YAF9,ENSG00000127337
YAK1,ENSG00000110422
YAMA,ENSG00000164305
YANK1,ENSG00000169302
YANK2,ENSG00000152953
YANK3,ENSG00000165752
YAP,ENSG00000163374
YAP-1,ENSG00000137693
YAP1,ENSG00000137693
YAP65,ENSG00000137693
YARP,ENSG00000116580
YARS,ENSG00000134684
YARS1,ENSG00000134684
YARS2,ENSG00000139131
YB-1,ENSG00000065978
YB1,ENSG00000065978
YBEY,ENSG00000182362
YBL026W,ENSG00000204392
YBL1,ENSG00000148229
YBX1,ENSG00000065978
YBX2,ENSG00000006047
YBX3,ENSG00000060138
YC1,ENSG00000153250
YCG1,ENSG00000109805
YCL1,ENSG00000104472
YCR063W,ENSG00000106245
YDJC,ENSG00000161179
YDR084C,ENSG00000171928
YDR286C,ENSG00000164241
YDR378C,ENSG00000164167
YEA4,ENSG00000205060
YEAF1,ENSG00000163602
YEATS1,ENSG00000130382
YEATS2,ENSG00000163872
YEATS3,ENSG00000171843
YEATS4,ENSG00000127337
YER112W,ENSG00000130520
YER146W,ENSG00000106355
YES,ENSG00000176105
YES1,ENSG00000176105
YETI,ENSG00000153774
YF13H12,ENSG00000105755
YF5,ENSG00000160226
YG81,ENSG00000154642
YGL047W,ENSG00000101901
YHC1,ENSG00000124562
YIF1,ENSG00000174851
YIF1A,ENSG00000174851
YIF1B,ENSG00000167645
YIF1P,ENSG00000174851
YIN-YANG-1,ENSG00000100811
YIP1A,ENSG00000145817
YIP1B,ENSG00000177752
YIP2A,ENSG00000068615
YIP2B,ENSG00000165476
YIP2C,ENSG00000168476
YIP2D,ENSG00000132563
YIP2E,ENSG00000129625
YIP2F,ENSG00000115255
YIP3,ENSG00000105404
YIP4,ENSG00000181704
YIP5A,ENSG00000058799
YIP5B,ENSG00000137207
YIP5C,ENSG00000130733
YIP6A,ENSG00000243279
YIP6B,ENSG00000144746
YIPF1,ENSG00000058799
YIPF2,ENSG00000130733
YIPF3,ENSG00000137207
YIPF4,ENSG00000119820
YIPF5,ENSG00000145817
YIPF6,ENSG00000181704
YIPF7,ENSG00000177752
YIPFALPHA1A,ENSG00000145817
YIPFALPHA1B,ENSG00000177752
YIPFALPHA2,ENSG00000119820
YIPFALPHA3,ENSG00000181704
YIPFBETA2,ENSG00000137207
YIPFBETA3A,ENSG00000058799
YIPFBETA3B,ENSG00000130733
YJDC,ENSG00000179151
YJEFN1,ENSG00000163382
YJEFN2,ENSG00000179151
YJEFN3,ENSG00000250067
YJL085W,ENSG00000182473
YJL124C,ENSG00000175324
YJR010C-A,ENSG00000114902
YJR022W,ENSG00000128534
YJR141W,ENSG00000118420
YJU2,ENSG00000105248
YJU2B,ENSG00000104957
YK-40,ENSG00000133048
YKL-39,ENSG00000064886
YKL086W,ENSG00000271303
YKL39,ENSG00000064886
YKL40,ENSG00000133048
YKR087C,ENSG00000162600
YKT6,ENSG00000106636
YL-1,ENSG00000163159
YL1,ENSG00000163159
YL8,ENSG00000103769
YLPM1,ENSG00000119596
YLR066W,ENSG00000129128
YLR438C,ENSG00000170860
YME1L,ENSG00000136758
YME1L1,ENSG00000136758
YMER,ENSG00000152492
YMO1,ENSG00000115109
YMP,ENSG00000142227
YMR292W,ENSG00000111711
YNL022CL,ENSG00000130305
YNL026W,ENSG00000100347
YNL147W,ENSG00000130332
YO,ENSG00000140743
YOD1,ENSG00000180667
YOTIAO,ENSG00000127914
YPEL1,ENSG00000100027
YPEL2,ENSG00000175155
YPEL3,ENSG00000090238
YPEL4,ENSG00000166793
YPEL5,ENSG00000119801
YPL207W,ENSG00000198874
YPR118W,ENSG00000037757
YPT1,ENSG00000138069
YR-23,ENSG00000075568
YR36GH4.1,ENSG00000172594
YRDC,ENSG00000196449
YRRM1,ENSG00000234414
YRRM2,ENSG00000234414
YRS,ENSG00000134684
YRT,ENSG00000115109
YSA1H,ENSG00000165609
YSF3,ENSG00000169976
YSG2,ENSG00000110013
YSH1,ENSG00000119203
YSK1,ENSG00000115694
YSK2,ENSG00000141503
YSK3,ENSG00000101109
YSK4,ENSG00000176601
YSPL1,ENSG00000213901
YSPL2,ENSG00000089057
YSPL3,ENSG00000089057
YT,ENSG00000087085
YT14R,ENSG00000139973
YT521,ENSG00000083896
YT521-B,ENSG00000083896
YTHDC1,ENSG00000083896
YTHDC2,ENSG00000047188
YTHDF1,ENSG00000149658
YTHDF2,ENSG00000198492
YTHDF3,ENSG00000185728
YTM1,ENSG00000138442
YTS,ENSG00000134684
YULINK,ENSG00000164654
YVH1,ENSG00000081721
YVTM2421,ENSG00000075420
YWHA1,ENSG00000128245
YWHAA,ENSG00000166913
YWHAB,ENSG00000166913
YWHAD,ENSG00000164924
YWHAE,ENSG00000108953
YWHAG,ENSG00000170027
YWHAH,ENSG00000128245
YWHAQ,ENSG00000134308
YWHAS,ENSG00000175793
YWHAZ,ENSG00000164924
YY1,ENSG00000100811
YY1AP,ENSG00000163374
YY1AP1,ENSG00000163374
YY2,ENSG00000230797
Z,ENSG00000136930
Z1971,ENSG00000196263
Z38,ENSG00000080822
Z39IG,ENSG00000155659
Z3CXXC1,ENSG00000175077
Z3CXXC2,ENSG00000198471
Z3CXXC3,ENSG00000163825
Z3CXXC4,ENSG00000136514
Z3CXXC5,ENSG00000188011
Z3CXXC6,ENSG00000182223
Z3CXXC7,ENSG00000189167
Z3CXXC8,ENSG00000165424
ZA11,ENSG00000138684
ZA20D1,ENSG00000264522
ZA20D2,ENSG00000107372
ZA20D3,ENSG00000086666
ZA2G,ENSG00000160862
ZABC1,ENSG00000171940
ZABC2,ENSG00000182463
ZAC,ENSG00000186919
ZAC1,ENSG00000186919
ZACN,ENSG00000186919
ZACRP4,ENSG00000172247
ZACRP6,ENSG00000133466
ZADH1,ENSG00000140043
ZADH2,ENSG00000180011
ZADH3,ENSG00000106853
ZADT,ENSG00000158805
ZAG,ENSG00000160862
ZAK,ENSG00000091436
ZAKI-4,ENSG00000172348
ZAN,ENSG00000146839
ZAN75,ENSG00000162664
ZAP,ENSG00000105939
ZAP-70,ENSG00000115085
ZAP1,ENSG00000196437
ZAP128,ENSG00000119673
ZAP70,ENSG00000115085
ZAP75,ENSG00000169347
ZAPHIR,ENSG00000105136
ZAQ,ENSG00000169618
ZAR1,ENSG00000182223
ZAR1L,ENSG00000189167
ZAS1,ENSG00000095951
ZAS2,ENSG00000010818
ZAS3,ENSG00000127124
ZASC1,ENSG00000121864
ZASP,ENSG00000122367
ZATT,ENSG00000112200
ZBBX,ENSG00000169064
ZBED1,ENSG00000214717
ZBED2,ENSG00000177494
ZBED3,ENSG00000132846
ZBED4,ENSG00000100426
ZBED5,ENSG00000236287
ZBED6,ENSG00000257315
ZBED7,ENSG00000163867
ZBED8,ENSG00000221886
ZBED9,ENSG00000232040
ZBP-89,ENSG00000163848
ZBP-99,ENSG00000162702
ZBP1,ENSG00000124256
ZBRK1,ENSG00000256683
ZBTB1,ENSG00000126804
ZBTB10,ENSG00000205189
ZBTB11,ENSG00000066422
ZBTB12,ENSG00000204366
ZBTB14,ENSG00000198081
ZBTB15,ENSG00000160685
ZBTB16,ENSG00000109906
ZBTB17,ENSG00000116809
ZBTB18,ENSG00000179456
ZBTB19,ENSG00000100105
ZBTB2,ENSG00000181472
ZBTB20,ENSG00000181722
ZBTB21,ENSG00000173276
ZBTB22,ENSG00000236104
ZBTB22A,ENSG00000236104
ZBTB22B,ENSG00000169155
ZBTB23,ENSG00000125812
ZBTB24,ENSG00000112365
ZBTB25,ENSG00000089775
ZBTB26,ENSG00000171448
ZBTB27,ENSG00000113916
ZBTB28,ENSG00000161940
ZBTB29,ENSG00000177374
ZBTB3,ENSG00000185670
ZBTB30,ENSG00000169635
ZBTB31,ENSG00000011590
ZBTB32,ENSG00000011590
ZBTB33,ENSG00000177485
ZBTB34,ENSG00000177125
ZBTB35,ENSG00000172262
ZBTB36,ENSG00000184828
ZBTB37,ENSG00000185278
ZBTB38,ENSG00000177311
ZBTB39,ENSG00000166860
ZBTB4,ENSG00000174282
ZBTB40,ENSG00000184677
ZBTB41,ENSG00000177888
ZBTB42,ENSG00000179627
ZBTB43,ENSG00000169155
ZBTB44,ENSG00000196323
ZBTB45,ENSG00000119574
ZBTB46,ENSG00000130584
ZBTB47,ENSG00000114853
ZBTB48,ENSG00000204859
ZBTB49,ENSG00000168826
ZBTB5,ENSG00000168795
ZBTB6,ENSG00000186130
ZBTB7,ENSG00000178951
ZBTB7A,ENSG00000178951
ZBTB7B,ENSG00000160685
ZBTB7C,ENSG00000184828
ZBTB8,ENSG00000160062
ZBTB8A,ENSG00000160062
ZBTB8B,ENSG00000273274
ZBTB8OS,ENSG00000176261
ZBTB9,ENSG00000213588
ZC2H2C1,ENSG00000196132
ZC2H2C2,ENSG00000186487
ZC2H2C3,ENSG00000147488
ZC2HC10,ENSG00000147488
ZC2HC11A,ENSG00000179588
ZC2HC11B,ENSG00000169946
ZC2HC12A,ENSG00000188613
ZC2HC12B,ENSG00000188425
ZC2HC12C,ENSG00000187556
ZC2HC1A,ENSG00000104427
ZC2HC1B,ENSG00000118491
ZC2HC1C,ENSG00000119703
ZC2HC2,ENSG00000145220
ZC2HC3,ENSG00000185513
ZC2HC4A,ENSG00000196132
ZC2HC4B,ENSG00000186487
ZC2HC5,ENSG00000103671
ZC2HC6A,ENSG00000083168
ZC2HC6B,ENSG00000156650
ZC2HC7,ENSG00000136504
ZC2HC8,ENSG00000103510
ZC2HC9,ENSG00000269335
ZC3,ENSG00000141503
ZC3H1,ENSG00000059378
ZC3H10,ENSG00000135482
ZC3H11A,ENSG00000058673
ZC3H11B,ENSG00000215817
ZC3H11C,ENSG00000214558
ZC3H12A,ENSG00000163874
ZC3H12B,ENSG00000102053
ZC3H12C,ENSG00000149289
ZC3H12D,ENSG00000178199
ZC3H13,ENSG00000123200
ZC3H14,ENSG00000100722
ZC3H15,ENSG00000065548
ZC3H16,ENSG00000086589
ZC3H17,ENSG00000139746
ZC3H18,ENSG00000158545
ZC3H19,ENSG00000100319
ZC3H2,ENSG00000105939
ZC3H20,ENSG00000091009
ZC3H22,ENSG00000169249
ZC3H3,ENSG00000014164
ZC3H4,ENSG00000130749
ZC3H5,ENSG00000132478
ZC3H5L,ENSG00000059145
ZC3H6,ENSG00000188177
